SIRUTA;NIV;SIRSUP;TIP;DENLOC;ULT;MED;JUD;PREFIX;REGIUNE;CODP;FSJ;FS2;FS3;FSL;FICTIV
29145;3;32187;23;VAIDA;1;3;5;0;6;417239;5;42418;3012665;2863;0
30871;2;56;3;SACADAT;0;3;5;0;6;0;5;42438;;2864;0
30880;3;30871;22;SACADAT;1;3;5;0;6;417430;5;42438;1010247;2865;0
30899;3;30871;23;BORSA;1;3;5;0;6;417431;5;42438;3001402;2866;0
30906;3;30871;23;SABOLCIU;1;3;5;0;6;417432;5;42438;3010245;2867;0
30988;2;56;3;SALACEA;0;3;5;0;6;0;5;42460;;2868;0
30997;3;30988;22;SALACEA;1;3;5;0;6;417445;5;42460;1010304;2869;0
31002;3;30988;23;OTOMANI;1;3;5;0;6;417446;5;42460;3008411;2870;0
31011;2;56;3;SALARD;0;3;5;0;6;0;5;42461;;2871;0
31020;3;31011;22;SALARD;1;3;5;0;6;417450;5;42461;1010310;2872;0
31039;3;31011;23;HODOS;1;3;5;0;6;417451;5;42461;3005861;2873;0
31048;3;31011;23;SANTIMREU;1;3;5;0;6;417452;5;42461;3010503;2874;0
32179;2;56;3;SANNICOLAU ROMAN;;3;5;0;6;0;5;42504;;2895;0
28326;3;32179;22;SANNICOLAU ROMAN;1;3;5;0;6;417153;5;42504;1010469;2896;0
28273;3;32179;23;BERECHIU;1;3;5;0;6;417147;5;42504;3000990;2897;0
28317;3;32179;23;ROIT;1;3;5;0;6;417152;5;42504;3010027;2898;0
28610;2;56;3;SANIOB;0;3;5;0;6;0;5;42496;;2882;0
28647;3;28610;22;SANIOB;1;3;5;0;6;417192;5;42496;1010441;2883;0
28638;3;28610;23;CENALOS;1;3;5;0;6;417191;5;42496;3002456;2884;0
28629;3;28610;23;CIUHOI;1;3;5;0;6;417190;5;42496;3002891;2885;0
28656;3;28610;23;SFARNAS;1;3;5;0;6;417193;5;42496;3010972;2886;0
31057;2;56;3;SAMBATA;0;3;5;0;6;0;5;42480;;2875;0
31066;3;31057;22;SAMBATA;1;3;5;0;6;417455;5;42480;1010391;2876;0
31075;3;31057;23;COPACENI;1;3;5;0;6;417456;5;42480;3003177;2877;0
31084;3;31057;23;OGESTI;1;3;5;0;6;417457;5;42480;3008211;2878;0
31093;3;31057;23;ROGOZ;1;3;5;0;6;417458;5;42480;3010021;2879;0
31100;3;31057;23;ROTARESTI;1;3;5;0;6;417459;5;42480;3010112;2880;0
31119;3;31057;23;ZAVOIU;1;3;5;0;6;417461;5;42480;3013680;2881;0
26582;2;56;3;SANMARTIN;0;3;5;0;6;0;5;42500;;2887;0
26591;3;26582;22;SANMARTIN;1;3;5;0;6;417495;5;42500;1010452;2888;0
32143;3;26582;23;BAILE FELIX;1;3;5;0;6;417500;5;42500;3000507;2889;0
26608;3;26582;23;BETFIA;1;3;5;0;6;417497;5;42500;3001038;2890;0
26617;3;26582;23;CIHEI;1;3;5;0;6;417498;5;42500;3002745;2891;0
26626;3;26582;23;CORDAU;1;3;5;0;6;417499;5;42500;3003226;2892;0
26635;3;26582;23;HAIEU;1;3;5;0;6;417501;5;42500;3005699;2893;0
26644;3;26582;23;RONTAU;1;3;5;0;6;417502;5;42500;3010062;2894;0
26653;2;56;3;SANTANDREI;0;3;5;0;6;0;5;42515;;2899;0
26662;3;26653;22;SANTANDREI;1;3;5;0;6;417515;5;42515;1010492;2900;0
26671;3;26653;23;PALOTA;1;3;5;0;6;417516;5;42515;3008506;2901;0
31128;2;56;3;SARBI;0;3;5;0;6;0;5;42530;;2902;0
31137;3;31128;22;SARBI;1;3;5;0;6;417520;5;42530;1010560;2903;0
31146;3;31128;23;ALMASU MIC;1;3;5;0;6;417521;5;42530;3000162;2904;0
31155;3;31128;23;BURZUC;1;3;5;0;6;417522;5;42530;3001936;2905;0
31164;3;31128;23;CHIOAG;1;3;5;0;6;417523;5;42530;3002654;2906;0
31173;3;31128;23;FEGERNIC;1;3;5;0;6;417524;5;42530;3004674;2907;0
31182;3;31128;23;FEGERNICU NOU;1;3;5;0;6;417526;5;42530;3004675;2908;0
31191;3;31128;23;SARCAU;1;3;5;0;6;417527;5;42530;3010574;2909;0
31208;2;56;3;SPINUS;0;3;5;0;6;0;5;42700;;2928;0
31217;3;31208;22;SPINUS;1;3;5;0;6;417530;5;42700;1011369;2929;0
31226;3;31208;23;CIULESTI;1;3;5;0;6;417531;5;42700;3002898;2930;0
31235;3;31208;23;GURBESTI;1;3;5;0;6;417532;5;42700;3005662;2931;0
31244;3;31208;23;NADAR;1;3;5;0;6;417533;5;42700;3007860;2932;0
31253;3;31208;23;SALISTE;1;3;5;0;6;417534;5;42700;3010366;2933;0
31262;2;56;3;SUPLACU DE BARCAU;0;3;5;0;6;0;5;42769;;2939;0
31271;3;31262;22;SUPLACU DE BARCAU;1;3;5;0;6;417535;5;42769;1011694;2940;0
31280;3;31262;23;BORUMLACA;1;3;5;0;6;417536;5;42769;3001411;2941;0
31299;3;31262;23;DOLEA;1;3;5;0;6;417537;5;42769;3004175;2942;0
31306;3;31262;23;FOGLAS;1;3;5;0;6;417538;5;42769;3004824;2943;0
31315;3;31262;23;VALEA CERULUI;1;3;5;0;6;417539;5;42769;3012780;2945;0
31324;3;31262;23;VALCELELE;1;3;5;0;6;417541;5;42769;3012698;2944;0
31333;2;56;3;SIMIAN;0;3;5;0;6;0;5;42627;;2910;0
31342;3;31333;22;SIMIAN;1;3;5;0;6;417545;5;42627;1011053;2911;0
31351;3;31333;23;SILINDRU;1;3;5;0;6;417546;5;42627;3011018;2912;0
31360;3;31333;23;VOIVOZI;1;3;5;0;6;417547;5;42627;3013550;2913;0
31379;2;56;3;SINTEU;0;3;5;0;6;0;5;42642;;2914;0
31388;3;31379;22;SINTEU;1;3;5;0;6;417550;5;42642;1011098;2915;0
31397;3;31379;23;HUTA VOIVOZI;1;3;5;0;6;417551;5;42642;3005992;2916;0
31404;3;31379;23;SOCET;1;3;5;0;6;417552;5;42642;3011243;2917;0
31413;3;31379;23;VALEA TARNEI;1;3;5;0;6;417553;5;42642;3013065;2918;0
31422;2;56;3;SOIMI;0;3;5;0;6;0;5;42681;;2919;0
31431;3;31422;22;SOIMI;1;3;5;0;6;417555;5;42681;1011279;2920;0
31440;3;31422;23;BORZ;1;3;5;0;6;417556;5;42681;3001412;2921;0
31459;3;31422;23;CODRU;1;3;5;0;6;417557;5;42681;3003044;2922;0
31468;3;31422;23;DUMBRAVITA DE CODRU;1;3;5;0;6;417558;5;42681;3004449;2923;0
31477;3;31422;23;POCLUSA DE BEIUS;1;3;5;0;6;417559;5;42681;3009076;2924;0
31486;3;31422;23;SANNICOLAU DE BEIUS;1;3;5;0;6;417561;5;42681;3010466;2925;0
31495;3;31422;23;URSAD;1;3;5;0;6;417562;5;42681;3012578;2926;0
31501;3;31422;23;URVIS DE BEIUS;1;3;5;0;6;417563;5;42681;3012601;2927;0
31510;2;56;3;SUNCUIUS;0;3;5;0;6;0;5;42767;;2934;0
31529;3;31510;22;SUNCUIUS;1;3;5;0;6;417565;5;42767;1011691;2935;0
31538;3;31510;23;BALNACA;1;3;5;0;6;417566;5;42767;3000599;2936;0
31547;3;31510;23;BALNACA-GROSI;1;3;5;0;6;417567;5;42767;3000600;2937;0
31556;3;31510;23;ZECE HOTARE;1;3;5;0;6;417568;5;42767;3013687;2938;0
31565;2;56;3;TARCEA;0;3;5;0;6;0;5;42802;;2956;0
31574;3;31565;22;TARCEA;1;3;5;0;6;417570;5;42802;1011842;2957;0
31583;3;31565;23;ADONI;1;3;5;0;6;417571;5;42802;3000036;2958;0
31592;3;31565;23;GALOSPETREU;1;3;5;0;6;417572;5;42802;3005022;2959;0
32153;2;56;3;TAMASEU;;3;5;0;6;0;5;42792;;2946;0
27490;3;32153;22;TAMASEU;1;3;5;0;6;417056;5;42792;1011805;2947;0
27463;3;32153;23;NIUVED;1;3;5;0;6;417052;5;42792;3008078;2948;0
27472;3;32153;23;PARHIDA;1;3;5;0;6;417053;5;42792;3008593;2949;0
27481;3;32153;23;SATU NOU;1;3;5;0;6;417054;5;42792;3010677;2950;0
31609;2;56;3;TARCAIA;0;3;5;0;6;0;5;42800;;2951;0
31618;3;31609;22;TARCAIA;1;3;5;0;6;417575;5;42800;1011839;2952;0
31627;3;31609;23;MIERAG;1;3;5;0;6;417576;5;42800;3007439;2953;0
31636;3;31609;23;TARCAITA;1;3;5;0;6;417577;5;42800;3011840;2954;0
31645;3;31609;23;TOTORENI;1;3;5;0;6;417578;5;42800;3012272;2955;0
31654;2;56;3;TAUTEU;0;3;5;0;6;0;5;42826;;2960;0
31663;3;31654;22;TAUTEU;1;3;5;0;6;417580;5;42826;1011960;2961;0
31672;3;31654;23;BOGEI;1;3;5;0;6;417581;5;42826;3001274;2962;0
31681;3;31654;23;CHIRIBIS;1;3;5;0;6;417582;5;42826;3002670;2963;0
31690;3;31654;23;CIUTELEC;1;3;5;0;6;417583;5;42826;3002945;2964;0
31707;3;31654;23;POIANA;1;3;5;0;6;417584;5;42826;3009194;2965;0
31716;2;56;3;TILEAGD;0;3;5;0;6;0;5;42858;;2971;0
31725;3;31716;22;TILEAGD;1;3;5;0;6;417585;5;42858;1012106;2972;0
31734;3;31716;23;BALAIA;1;3;5;0;6;417586;5;42858;3000545;2973;0
31743;3;31716;23;CALATANI;1;3;5;0;6;417587;5;42858;3002045;2974;0
31752;3;31716;23;POSOLOACA;1;3;5;0;6;417588;5;42858;3009419;2975;0
31761;3;31716;23;TILECUS;1;3;5;0;6;417589;5;42858;3012107;2976;0
31770;3;31716;23;UILEACU DE CRIS;1;3;5;0;6;417591;5;42858;3012456;2977;0
31789;2;56;3;TINCA;0;3;5;0;6;0;5;42861;;2978;0
31798;3;31789;22;TINCA;1;3;5;0;6;417595;5;42861;1012117;2979;0
31805;3;31789;23;BELFIR;1;3;5;0;6;417596;5;42861;3000942;2980;0
31814;3;31789;23;GIRISU NEGRU;1;3;5;0;6;417597;5;42861;3005281;2981;0
31823;3;31789;23;GURBEDIU;1;3;5;0;6;417598;5;42861;3005661;2982;0
31832;3;31789;23;RAPA;1;3;5;0;6;417599;5;42861;3009809;2983;0
32201;2;56;3;TOBOLIU;;3;5;0;6;0;5;42868;;2984;0
29500;3;32201;22;TOBOLIU;1;3;5;0;6;417273;5;42868;1012170;2985;0
29485;3;32201;23;CHERESIG;1;3;5;0;6;417271;5;42868;3002589;2986;0
31841;2;56;3;TULCA;0;3;5;0;6;0;5;42911;;2987;0
31850;3;31841;22;TULCA;1;3;5;0;6;417600;5;42911;1012364;2988;0
31869;3;31841;23;CAUASD;1;3;5;0;6;417601;5;42911;3002402;2989;0
31878;2;56;3;TETCHEA;0;3;5;0;6;0;5;42844;;2966;0
31887;3;31878;22;TETCHEA;1;3;5;0;6;417605;5;42844;1012056;2967;0
31896;3;31878;23;HOTAR;1;3;5;0;6;417606;5;42844;3005933;2968;0
31903;3;31878;23;SUBPIATRA;1;3;5;0;6;417607;5;42844;3011647;2969;0
31912;3;31878;23;TELECHIU;1;3;5;0;6;417608;5;42844;3012012;2970;0
31921;2;56;3;UILEACU DE BEIUS;0;3;5;0;6;0;5;42935;;2990;0
31930;3;31921;22;UILEACU DE BEIUS;1;3;5;0;6;417610;5;42935;1012455;2991;0
31949;3;31921;23;FORAU;1;3;5;0;6;417611;5;42935;3004836;2992;0
31958;3;31921;23;PRISACA;1;3;5;0;6;417612;5;42935;3009537;2993;0
31967;3;31921;23;VALANII DE BEIUS;1;3;5;0;6;417613;5;42935;3012675;2994;0
31976;2;56;3;VADU CRISULUI;0;3;5;0;6;0;5;42976;;2995;0
31985;3;31976;22;VADU CRISULUI;1;3;5;0;6;417615;5;42976;1012639;2996;0
31994;3;31976;23;BIRTIN;1;3;5;0;6;417616;5;42976;3001095;2997;0
32009;3;31976;23;TOMNATIC;1;3;5;0;6;417617;5;42976;3012210;2998;0
32018;3;31976;23;TOPA DE CRIS;1;3;5;0;6;417618;5;42976;3012230;2999;0
32090;2;56;3;VARCIOROG;0;3;5;0;6;0;5;43046;;3000;0
32107;3;32090;22;VARCIOROG;1;3;5;0;6;417620;5;43046;1013209;3001;0
32116;3;32090;23;FASCA;1;3;5;0;6;417621;5;43046;3004644;3002;0
32125;3;32090;23;SURDUCEL;1;3;5;0;6;417622;5;43046;3011714;3004;0
32134;3;32090;23;SERGHIS;1;3;5;0;6;417623;5;43046;3010945;3003;0
32045;2;56;3;VIISOARA;0;3;5;0;6;0;5;43090;;3005;0
32054;3;32045;22;VIISOARA;1;3;5;0;6;417625;5;43090;1013387;3006;0
32063;3;32045;23;IZVOARELE;1;3;5;0;6;417626;5;43090;3006292;3007;0
32072;3;32045;23;PADURENI;1;3;5;0;6;417627;5;43090;3008455;3008;0
32081;3;32045;23;REGHEA;1;3;5;0;6;417628;5;43090;3009945;3009;0
65;1;1;40;JUDETUL BISTRITA-NASAUD;0;0;6;0;6;0;6;;;3010;0
32394;2;65;1;MUNICIPIUL BISTRITA;0;1;6;0;6;0;6;11675;;3011;0
32401;3;32394;9;BISTRITA;1;1;6;0;6;0;6;11675;1001112;3012;0
32410;3;32394;10;GHINDA;1;1;6;0;6;420001;6;11675;2005229;3013;0
32429;3;32394;10;SARATA;1;1;6;0;6;420002;6;11675;2010530;3014;0
32438;3;32394;10;SIGMIR;1;1;6;0;6;420003;6;11675;2011010;3015;0
32447;3;32394;10;SLATINITA;1;1;6;0;6;420004;6;11675;2011153;3016;0
32456;3;32394;10;UNIREA;1;1;6;0;6;420005;6;11675;2012533;3017;0
32465;3;32394;10;VIISOARA;1;1;6;0;6;420006;6;11675;2013388;3018;0
32483;2;65;2;ORAS BECLEAN;0;1;6;0;6;0;6;31888;;3019;0
32492;3;32483;17;BECLEAN;1;1;6;0;6;425100;6;31888;1000907;3020;0
32508;3;32483;19;COLDAU;1;1;6;0;6;425101;6;31888;3003068;3021;0
32517;3;32483;19;FIGA;1;1;6;0;6;425102;6;31888;3004726;3022;0
32526;3;32483;19;RUSU DE JOS;1;1;6;0;6;425103;6;31888;3010236;3023;0
32544;2;65;2;ORAS NASAUD;0;1;6;0;6;0;6;31981;;3024;0
32553;3;32544;17;NASAUD;1;1;6;0;6;425200;6;31981;1007901;3025;0
32562;3;32544;18;LIVIU REBREANU;1;1;6;0;6;425201;6;31981;2006715;3026;0
32571;3;32544;18;LUSCA;1;1;6;0;6;425202;6;31981;2006926;3027;0
32599;2;65;2;ORAS SANGEORZ-BAI;0;1;6;0;6;0;6;32022;;3028;0
32606;3;32599;17;SANGEORZ-BAI;1;1;6;0;6;425300;6;32022;1010433;3029;0
32615;3;32599;18;CORMAIA;1;1;6;0;6;425301;6;32022;2003238;3030;0
32624;3;32599;18;VALEA BORCUTULUI;1;1;6;0;6;425302;6;32022;2012752;3031;0
32633;2;65;3;BISTRITA BARGAULUI;0;3;6;0;6;0;6;40269;;3032;0
32642;3;32633;22;BISTRITA BARGAULUI;1;3;6;0;6;427005;6;40269;1001114;3033;0
32651;3;32633;23;COLIBITA;1;3;6;0;6;427007;6;40269;3003081;3034;0
32660;2;65;3;BRANISTEA;0;3;6;0;6;0;6;40368;;3035;0
32679;3;32660;22;BRANISTEA;1;3;6;0;6;427010;6;40368;1001570;3036;0
32688;3;32660;23;CIRESOAIA;1;3;6;0;6;427011;6;40368;3002851;3037;0
32697;3;32660;23;MALUT;1;3;6;0;6;427012;6;40368;3007098;3038;0
32704;2;65;3;BUDACU DE JOS;0;3;6;0;6;0;6;40417;;3039;0
32713;3;32704;22;BUDACU DE JOS;1;3;6;0;6;427015;6;40417;1001785;3040;0
32722;3;32704;23;BUDUS;1;3;6;0;6;427016;6;40417;3001822;3041;0
32731;3;32704;23;JELNA;1;3;6;0;6;427017;6;40417;3006354;3042;0
32740;3;32704;23;MONARIU;1;3;6;0;6;427018;6;40417;3007686;3043;0
32759;3;32704;23;SIMIONESTI;1;3;6;0;6;427019;6;40417;3011061;3044;0
32768;2;65;3;BUDESTI;0;3;6;0;6;0;6;40421;;3045;0
32777;3;32768;22;BUDESTI;1;3;6;0;6;427020;6;40421;1001803;3046;0
32786;3;32768;23;BUDESTI-FANATE;1;3;6;0;6;427021;6;40421;3001808;3047;0
32795;3;32768;23;TAGU;1;3;6;0;6;427022;6;40421;3011771;3049;0
32802;3;32768;23;TAGSORU;1;3;6;0;6;427023;6;40421;3011770;3048;0
32811;2;65;3;CAIANU MIC;0;3;6;0;6;0;6;40460;;3050;0
32820;3;32811;22;CAIANU MIC;1;3;6;0;6;427025;6;40460;1002016;3051;0
32839;3;32811;23;CAIANU MARE;1;3;6;0;6;427026;6;40460;3002015;3052;0
32848;3;32811;23;CICEU-POIENI;1;3;6;0;6;427027;6;40460;3002735;3053;0
32857;3;32811;23;DOBRIC;1;3;6;0;6;427028;6;40460;3004125;3054;0
32884;2;65;3;CETATE;0;3;6;0;6;0;6;40570;;3055;0
32893;3;32884;22;SATU NOU;1;3;6;0;6;427042;6;40570;1010656;3056;0
32928;3;32884;23;ORHEIU BISTRITEI;1;3;6;0;6;427038;6;40570;3008340;3057;0
32937;3;32884;23;PETRIS;1;3;6;0;6;427039;6;40570;3008810;3058;0
33015;2;65;3;CHIOCHIS;0;3;6;0;6;0;6;40588;;3059;0
33024;3;33015;22;CHIOCHIS;1;3;6;0;6;427045;6;40588;1002655;3060;0
33033;3;33015;23;APATIU;1;3;6;0;6;427046;6;40588;3000248;3061;0
33042;3;33015;23;BOZIES;1;3;6;0;6;427047;6;40588;3001486;3062;0
33051;3;33015;23;BUZA CATUN;1;3;6;0;6;427048;6;40588;3001974;3063;0
33060;3;33015;23;CHETIU;1;3;6;0;6;427049;6;40588;3002605;3064;0
33079;3;33015;23;JIMBOR;1;3;6;0;6;427051;6;40588;3006387;3065;0
33088;3;33015;23;MANIC;1;3;6;0;6;427052;6;40588;3007160;3066;0
33097;3;33015;23;SANNICOARA;1;3;6;0;6;427053;6;40588;3010465;3067;0
33104;3;33015;23;STRUGURENI;1;3;6;0;6;427054;6;40588;3011613;3068;0
33113;3;33015;23;TENTEA;1;3;6;0;6;427056;6;40588;3012029;3069;0
33122;2;65;3;CHIUZA;0;3;6;0;6;0;6;40600;;3070;0
33131;3;33122;22;CHIUZA;1;3;6;0;6;427060;6;40600;1002717;3071;0
33140;3;33122;23;MIRES;1;3;6;0;6;427061;6;40600;3007560;3072;0
33159;3;33122;23;PIATRA;1;3;6;0;6;427062;6;40600;3008836;3073;0
33168;3;33122;23;SASARM;1;3;6;0;6;427063;6;40600;3010612;3074;0
179953;2;65;3;CICEU-MIHAIESTI;;3;6;0;6;0;6;40605;;3078;0
34217;3;179953;22;CICEU-MIHAIESTI;1;3;6;0;6;427218;6;40605;1002734;3079;0
34208;3;179953;23;CICEU-CORABIA;1;3;6;0;6;427217;6;40605;3002732;3080;0
34226;3;179953;23;LELESTI;1;3;6;0;6;427219;6;40605;3006567;3081;0
32955;2;65;3;CICEU-GIURGESTI;0;3;6;0;6;0;6;40604;;3075;0
32964;3;32955;22;CICEU-GIURGESTI;1;3;6;0;6;427065;6;40604;1002733;3076;0
32982;3;32955;23;DUMBRAVENI;1;3;6;0;6;427067;6;40604;3004426;3077;0
33177;2;65;3;COSBUC;0;3;6;0;6;0;6;40725;;3082;0
33186;3;33177;22;COSBUC;1;3;6;0;6;427070;6;40725;1003326;3083;0
33202;2;65;3;DUMITRA;0;3;6;0;6;0;6;40969;;3084;0
33211;3;33202;22;DUMITRA;1;3;6;0;6;427075;6;40969;1004457;3085;0
33220;3;33202;23;CEPARI;1;3;6;0;6;427076;6;40969;3002460;3086;0
33239;3;33202;23;TARPIU;1;3;6;0;6;427077;6;40969;3011899;3087;0
179686;2;65;3;DUMITRITA;;3;6;0;6;0;6;40971;;3088;0
32919;3;179686;22;DUMITRITA;1;3;6;0;6;427037;6;40971;1004468;3089;0
32900;3;179686;23;BUDACU DE SUS;1;3;6;0;6;427036;6;40971;3001786;3090;0
32946;3;179686;23;RAGLA;1;3;6;0;6;427041;6;40971;3009774;3091;0
33248;2;65;3;FELDRU;0;3;6;0;6;0;6;41008;;3092;0
33257;3;33248;22;FELDRU;1;3;6;0;6;427080;6;41008;1004683;3093;0
33266;3;33248;23;NEPOS;1;3;6;0;6;427081;6;41008;3008000;3094;0
33275;2;65;3;GALATII BISTRITEI;0;3;6;0;6;0;6;41063;;3095;0
33284;3;33275;22;GALATII BISTRITEI;1;3;6;0;6;427085;6;41063;1004988;3096;0
33293;3;33275;23;ALBESTII BISTRITEI;1;3;6;0;6;427086;6;41063;3000102;3097;0
33300;3;33275;23;DIPSA;1;3;6;0;6;427087;6;41063;3004084;3098;0
33319;3;33275;23;HERINA;1;3;6;0;6;427088;6;41063;3005805;3099;0
33328;3;33275;23;TONCIU;1;3;6;0;6;427089;6;41063;3012222;3100;0
33337;2;65;3;ILVA MARE;0;3;6;0;6;0;6;41318;;3101;0
33346;3;33337;22;ILVA MARE;1;3;6;0;6;427090;6;41318;1006143;3102;0
33355;3;33337;23;IVANEASA;1;3;6;0;6;427091;6;41318;3006252;3103;0
33364;2;65;3;ILVA MICA;0;3;6;0;6;0;6;41319;;3104;0
33373;3;33364;22;ILVA MICA;1;3;6;0;6;427095;6;41319;1006144;3105;0
33382;2;65;3;JOSENII BARGAULUI;0;3;6;0;6;0;6;41376;;3106;0
33391;3;33382;22;JOSENII BARGAULUI;1;3;6;0;6;427100;6;41376;1006411;3107;0
33408;3;33382;23;MIJLOCENII BARGAULUI;1;3;6;0;6;427101;6;41376;3007502;3108;0
33417;3;33382;23;RUSU BARGAULUI;1;3;6;0;6;427102;6;41376;3010235;3109;0
33426;3;33382;23;STRAMBA;1;3;6;0;6;427103;6;41376;3011570;3110;0
33435;2;65;3;LECHINTA;0;3;6;0;6;0;6;41397;;3111;0
33444;3;33435;22;LECHINTA;1;3;6;0;6;427105;6;41397;1006551;3112;0
33453;3;33435;23;BUNGARD;1;3;6;0;6;427106;6;41397;3001893;3113;0
33462;3;33435;23;CHIRALES;1;3;6;0;6;427107;6;41397;3002663;3114;0
33471;3;33435;23;SANGEORZU NOU;1;3;6;0;6;427108;6;41397;3010434;3115;0
33480;3;33435;23;SANIACOB;1;3;6;0;6;427109;6;41397;3010440;3116;0
33499;3;33435;23;TIGAU;1;3;6;0;6;427111;6;41397;3012099;3117;0
33505;3;33435;23;VERMES;1;3;6;0;6;427112;6;41397;3013315;3118;0
33514;2;65;3;LESU;0;3;6;0;6;0;6;41410;;3119;0
33523;3;33514;22;LESU;1;3;6;0;6;427115;6;41410;1006606;3120;0
33532;3;33514;23;LUNCA LESULUI;1;3;6;0;6;427116;6;41410;3006846;3121;0
33541;2;65;3;LIVEZILE;0;3;6;0;6;0;6;41433;;3122;0
33550;3;33541;22;LIVEZILE;1;3;6;0;6;427120;6;41433;1006710;3123;0
33569;3;33541;23;CUSMA;1;3;6;0;6;427121;6;41433;3003756;3124;0
33578;3;33541;23;DOROLEA;1;3;6;0;6;427122;6;41433;3004223;3125;0
33587;3;33541;23;DUMBRAVA;1;3;6;0;6;427123;6;41433;3004404;3126;0
33596;3;33541;23;VALEA POENII;1;3;6;0;6;427124;6;41433;3012980;3127;0
33603;2;65;3;LUNCA ILVEI;0;3;6;0;6;0;6;41463;;3128;0
33612;3;33603;22;LUNCA ILVEI;1;3;6;0;6;427125;6;41463;1006841;3129;0
33621;2;65;3;MAIERU;0;3;6;0;6;0;6;41499;;3133;0
33630;3;33621;22;MAIERU;1;3;6;0;6;427130;6;41499;1007036;3134;0
33649;3;33621;23;ANIES;1;3;6;0;6;427131;6;41499;3000220;3135;0
33658;2;65;3;MATEI;0;3;6;0;6;0;6;41552;;3144;0
33667;3;33658;22;MATEI;1;3;6;0;6;427135;6;41552;1007304;3145;0
33676;3;33658;23;BIDIU;1;3;6;0;6;427136;6;41552;3001072;3146;0
33685;3;33658;23;CORVINESTI;1;3;6;0;6;427137;6;41552;3003319;3147;0
33694;3;33658;23;ENCIU;1;3;6;0;6;427138;6;41552;3004503;3148;0
33701;3;33658;23;FANTANELE;1;3;6;0;6;427139;6;41552;3004614;3149;0
33710;3;33658;23;MORUT;1;3;6;0;6;427141;6;41552;3007718;3150;0
33729;2;65;3;MAGURA ILVEI;0;3;6;0;6;0;6;41492;;3130;0
33738;3;33729;22;MAGURA ILVEI;1;3;6;0;6;427145;6;41492;1007008;3131;0
33747;3;33729;23;ARSITA;1;3;6;0;6;427146;6;41492;3000332;3132;0
33765;2;65;3;MARISELU;0;3;6;0;6;0;6;41538;;3136;0
33774;3;33765;22;MARISELU;1;3;6;0;6;427150;6;41538;1007242;3137;0
33783;3;33765;23;BARLA;1;3;6;0;6;427151;6;41538;3000775;3138;0
33792;3;33765;23;DOMNESTI;1;3;6;0;6;427152;6;41538;3004192;3139;0
33809;3;33765;23;JEICA;1;3;6;0;6;427153;6;41538;3006352;3140;0
33818;3;33765;23;MAGURELE;1;3;6;0;6;427154;6;41538;3007012;3141;0
33827;3;33765;23;NETENI;1;3;6;0;6;427156;6;41538;3008007;3142;0
33836;3;33765;23;SANTIOANA;1;3;6;0;6;427157;6;41538;3010505;3143;0
33845;2;65;3;MICESTII DE CAMPIE;0;3;6;0;6;0;6;41574;;3151;0
33854;3;33845;22;MICESTII DE CAMPIE;1;3;6;0;6;427160;6;41574;1007421;3152;0
33863;3;33845;23;FANTANITA;1;3;6;0;6;427161;6;41574;3004623;3153;0
33872;3;33845;23;VISUIA;1;3;6;0;6;427162;6;41574;3013448;3154;0
33881;2;65;3;MILAS;0;3;6;0;6;0;6;41596;;3155;0
33890;3;33881;22;MILAS;1;3;6;0;6;427165;6;41596;1007505;3156;0
33907;3;33881;23;COMLOD;1;3;6;0;6;427166;6;41596;3003139;3157;0
33916;3;33881;23;DUPA DEAL;1;3;6;0;6;427167;6;41596;3004477;3158;0
33925;3;33881;23;GHEMES;1;3;6;0;6;427168;6;41596;3005169;3159;0
33934;3;33881;23;HIREAN;1;3;6;0;6;427169;6;41596;3005829;3160;0
33943;3;33881;23;OROSFAIA;1;3;6;0;6;427171;6;41596;3008354;3161;0
33952;2;65;3;MONOR;0;3;6;0;6;0;6;41639;;3162;0
33961;3;33952;22;MONOR;1;3;6;0;6;427175;6;41639;1007689;3163;0
33970;3;33952;23;GLEDIN;1;3;6;0;6;427176;6;41639;3005332;3164;0
179659;2;65;3;NEGRILESTI;;3;6;0;6;0;6;41798;;3165;0
32991;3;179659;22;NEGRILESTI;1;3;6;0;6;427068;6;41798;1007972;3166;0
32973;3;179659;23;BREAZA;1;3;6;0;6;427066;6;41798;3001624;3167;0
33006;3;179659;23;PURCARETE;1;3;6;0;6;427069;6;41798;3009626;3168;0
33989;2;65;3;NIMIGEA;0;3;6;0;6;0;6;41812;;3169;0
33998;3;33989;22;NIMIGEA DE JOS;1;3;6;0;6;427190;6;41812;1008057;3170;0
34002;3;33989;23;FLORESTI;1;3;6;0;6;427181;6;41812;3004801;3171;0
34011;3;33989;23;MINTIU;1;3;6;0;6;427182;6;41812;3007540;3172;0
34020;3;33989;23;MITITEI;1;3;6;0;6;427183;6;41812;3007588;3173;0
34039;3;33989;23;MOCOD;1;3;6;0;6;427184;6;41812;3007629;3174;0
34048;3;33989;23;MOGOSENI;1;3;6;0;6;427186;6;41812;3007647;3175;0
34057;3;33989;23;NIMIGEA DE SUS;1;3;6;0;6;427187;6;41812;3008058;3176;0
34066;3;33989;23;TAURE;1;3;6;0;6;427188;6;41812;3011950;3177;0
34075;2;65;3;NUSENI;0;3;6;0;6;0;6;41822;;3178;0
34084;3;34075;22;NUSENI;1;3;6;0;6;427200;6;41822;1008113;3179;0
34093;3;34075;23;BEUDIU;1;3;6;0;6;427136;6;41822;3001042;3180;0
